Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
Umapathy Rajarathinam  ,  compositor: Rocket Science VFX (4 episodes 2022) ,  human , anything , 
Genesis Rivas  ,  compositor: Take 5 VFX (4 episodes 2022) ,  seer , vegetarian , 
Manish Rohith  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Luca Gabriele Rossetti  ,  digital matte painter/environment supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , flexitarian , 
Salil Thapa  ,  visual effects line producer: NetFX Mumbai (5 episodes 2022) ,  werewolf , flexitarian , 
Fran�ois Trudel  ,  visual effects artist: MELS / visual effects supervisor: MELS (4 episodes 2022) ,  human , anything , 
Wesley While  ,  compositor: Take 5 VFX (5 episodes 2022) ,  human , flexitarian , 
Kaylie Whitcher  ,  visual effects producer: Folks VFX (5 episodes 2022) ,  mermaid , anything , 
Sarah Wormsbecher  ,  visual effects executive producer: Folks VFX (5 episodes 2022) ,  seer , anything , 
Summer Zong  ,  cg supervisor: Folks VFX (5 episodes 2022) ,  werewolf , anything , 
Oksana Andrulis  ,  visual effects production manager: Folks VFX / animation coordinator: Folks VFX (3 episodes 2022) ,  werewolf , flexitarian , 
David Dionne  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , vegetarian , 
Josh George  ,  fx lead: Folks VFX (3 episodes 2022) ,  werewolf , vegetarian , 
James Takashi Higuchi  ,  lighting supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Christopher Jude  ,  compositor: Rocket Science VFX (3 episodes 2022) ,  vampire , vegetarian , 
Jos� Lasa  ,  compositor: Rocket Science VFX / visual effects lighter: Rocket Science VFX (3 episodes 2022) ,  vampire , flexitarian , 
Marco Lee  ,  compositing supervisor: Folks VFX (3 episodes 2022) ,  mermaid , anything , 
Dinaaz Mathur  ,  visual effects production coordinator: NetFX Mumbai (4 episodes 2022) ,  vampire , vegetarian , 
Ben McDougal  ,  surfacing lead: Monsters Aliens Robots Zombies (4 episodes 2022) ,  werewolf , vegetarian , 
Sumit Mukherjee  ,  paint supervisor: NetFX Mumbai (4 episodes 2022) ,  mermaid , vegetarian , 
Isha Nigam  ,  head of production: NetFX Mumbai (4 episodes 2022) ,  mermaid , vegetarian , 
Ryan Jae Wook Park  ,  layout supervisor: Folks VFX (3 episodes 2022) ,  seer , anything , 
Gustavo Sanchez-Perez  ,  fx supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Kyle Sim  ,  head of 2d: Folks VFX (4 episodes 2022) ,  mermaid , flexitarian , 
Pankaj Umbarkar  ,  junior paint lead: NetFX Mumbai (4 episodes 2022) ,  vampire , vegetarian , 
Sahil Agrahari  ,  junior paint artist: NetFX Mumbai (2 episodes 2022) ,  mermaid , vegetarian , 
Chris Archinet  ,  visual effects artist: MELS (2 episodes 2022) ,  vampire , vegetarian , 
Ajay Kumar Attinti  ,  roto lead: NetFX Mumbai (3 episodes 2022) ,  werewolf , flexitarian , 
Samuel Boisvert  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , flexitarian , 
Reine Bourgault  ,  visual effects artist: MELS (2 episodes 2022) ,  seer , vegetarian , 
Aakash Chaudhari  ,  roto artist: NetFX Mumbai (2 episodes 2022) ,  human , anything , 
Dave David  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Amod Diwakar  ,  assistant visual effects line producer: Stereo D / visual effects assistant line producer: Stereo D (3 episodes 2022) ,  human , flexitarian , 
Nadine Fr�ve  ,  lead visual effects editor: Folks VFX / visual effects editor: Folks VFX (2 episodes 2022) ,  human , flexitarian , 
Mark Goldberg  ,  compositor (2 episodes 2022) ,  mermaid , flexitarian , 
Leonardo Andres Grabau Villalba  ,  visual effects artist: MELS (2 episodes 2022) ,  vampire , vegetarian , 
Jonathan Gr�goire  ,  visual effects artist: MELS (3 episodes 2022) ,  vampire , anything , 
Jeanne Hebert  ,  visual effects artist: MELS (2 episodes 2022) ,  human , flexitarian , 
Pravin Hodage  ,  2d supervisor: NetFX Mumbai (2 episodes 2022) ,  werewolf , flexitarian , 
Cory Humes  ,  animation supervisor: Folks VFX (3 episodes 2022) ,  human , anything , 
Siddarth Jambhulkar  ,  compositor: Rocket Science VFX (2 episodes 2022) ,  werewolf , flexitarian , 
Mukesh Joshi  ,  senior i/o coordinator: NetFX Mumbai (2 episodes 2022) ,  seer , anything , 
Simon Lecavalier  ,  cg supervisor: MELS (2 episodes 2022) ,  human , flexitarian , 
Christophe Longtin  ,  visual effects artist: MELS (2 episodes 2022) ,  human , anything , 
Oleg Memukhin  ,  fx supervisor: Folks VFX (3 episodes 2022) ,  werewolf , anything , 
Waseem Mohammed  ,  head of central production: Monsters Aliens Robots Zombies (2 episodes 2022) ,  vampire , anything , 
Dany Richard  ,  visual effects artist: MELS (2 episodes 2022) ,  werewolf , flexitarian , 
Nisarg Suthar  ,  lighting supervisor: Folks VFX (3 episodes 2022) ,  werewolf , vegetarian , 
Nitesh Sutrave  ,  compositing supervisor: NetFX Mumbai (3 episodes 2022) ,  seer , vegetarian , 
Sarvesh Talekar  ,  roto artist: NetFX Mumbai (2 episodes 2022) ,  seer , vegetarian , 
Himani Tyagi  ,  junior paint artist: NetFX Mumbai (2 episodes 2022) ,  werewolf , flexitarian , 
Waseem Ahmad Khan  ,  paint artist: Stereo D (1 episode 2022) ,  vampire , anything , 
Rodrigo Albano  ,  environment artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Don Carlo Alvir  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Leanndro Amorim  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Seshadri Anand  ,  tracking/layout lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , vegetarian , 
Blake Anderson  ,  visual effects supervisor: VFX Legion (1 episode 2022) ,  werewolf , vegetarian , 
Schuyler Anderson  ,  tracking/layout lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Edwin Arismendez  ,  visual effects artist: MELS (2 episodes 2022) ,  vampire , flexitarian , 
Jessica Bayliss  ,  head of production: Monsters Aliens Robots Zombies (2 episodes 2022) ,  human , flexitarian , 
Sudhakar Bhavanasi  ,  deputy manager: Stereo D (1 episode 2022) ,  human , anything , 
Alan Bisht  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  human , anything , 
William Blanchette  ,  visual effects artist: MELS (1 episode 2022) ,  werewolf , flexitarian , 
Jordan Boulais  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , vegetarian , 
J. Alan Bradshaw  ,  head of cg: Monsters Aliens Robots Zombies (2 episodes 2022) ,  vampire , anything , 
Peter Braeley  ,  digital matte painter: Folks VFX (1 episode 2022) ,  werewolf , vegetarian , 
Charlotte Breton  ,  visual effects editor: Folks VFX (1 episode 2022) ,  werewolf , anything , 
Alex Bronfman  ,  sales lead: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , anything , 
Jonathan Bronfman  ,  head of studio: Monsters Aliens Robots Zombies (2 episodes 2022) ,  mermaid , anything , 
Dennis Chan  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Hardik Chauhan  ,  senior compositing artist: NetFX Mumbai (1 episode 2022) ,  seer , vegetarian , 
Molly Chen  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Sujesh V. Chitty  ,  concept artist: Folks VFX (1 episode 2022) ,  human , vegetarian , 
Nolan Conrad  ,  digital compositor: VFX Legion (1 episode 2022) ,  seer , anything , 
Andr�s Couturier  ,  graphic artist: VFX Legion (1 episode 2022) ,  mermaid , flexitarian , 
Madhu Dasyapu  ,  assistant roto supervisor: Stereo D (1 episode 2022) ,  vampire , flexitarian , 
Rodrigo de Angelis  ,  fx artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Sofia Diaz  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , flexitarian , 
Maya Dumont-Deslandes  ,  visual effects studio manager: MELS (1 episode 2022) ,  werewolf , flexitarian , 
Abdullah Ecirli  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Manoj Kumar Elangovan  ,  tracking & layout artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Michael Enzbrunner  ,  animation lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Timothy Fleur  ,  creature artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Adam Fok  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Gil Franco  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Emily Funk  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Antonio Gallardo  ,  visual effects producer: VFX Legion (1 episode 2022) ,  vampire , vegetarian , 
Gregory Galliani  ,  modeling lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , vegetarian , 
Igor Garanovschii  ,  matte painter: Rocket Science VFX (1 episode 2022) ,  seer , vegetarian , 
Kunal Ghai  ,  paint artist: Stereo D (1 episode 2022) ,  vampire , vegetarian , 
Rakan Ghresi  ,  fx artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Jimmy Gill  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , flexitarian , 
Yash Gowda  ,  head of 2d: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , vegetarian , 
Jameer Haider  ,  paint artist: NetFX Mumbai (1 episode 2022) ,  vampire , anything , 
Lewis Hawkes  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Jim Hillin  ,  visual effects lighter Ghost VFX Toronto (1 episode 2022) ,  seer , vegetarian , 
Curtis Hsiung  ,  animator: Rocket Science VFX (2 episodes 2022) ,  werewolf , vegetarian , 
Chen Kuang Hsu  ,  tracking & layout artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , anything , 
Salvatore Iamonte  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Pragati Jana  ,  paint artist: Stereo D (1 episode 2022) ,  human , flexitarian , 
Juyong Jeon  ,  visual effects artist (2 episodes 2022) ,  vampire , vegetarian , 
Kenny Jia  ,  digital matte painter lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Laszlo Kalbache  ,  asset artist: Rocket Science VFX (1 episode 2022) ,  vampire , vegetarian , 
Ashraf Karim  ,  senior compositing artist: NetFX Mumbai (1 episode 2022) ,  human , flexitarian , 
Sharad Kate  ,  paint artist: Stereo D (1 episode 2022) ,  human , vegetarian , 
Min Kim  ,  compositing supervisor: Folks VFX (2 episodes 2022) ,  vampire , vegetarian , 
Jamie Knoop  ,  visual effects production assistant: Stereo D (1 episode 2022) ,  werewolf , vegetarian , 
Ashwini Lad  ,  visual effects administrator: Stereo D (1 episode 2022) ,  mermaid , flexitarian , 
Nadege Lagueux-Beloin  ,  visual effects artist: MELS (1 episode 2022) ,  werewolf , flexitarian , 
Tukaram Landbale  ,  roto artist: NetFX Mumbai (1 episode 2022) ,  human , vegetarian , 
Dany Lebrasseur  ,  visual effects artist: MELS (1 episode 2022) ,  vampire , vegetarian , 
Kate T.C. Lin  ,  digital compositor: VFX Legion (1 episode 2022) ,  werewolf , flexitarian , 
Matthias Lowry  ,  digital compositor: VFX Legion (1 episode 2022) ,  mermaid , flexitarian , 
Jimmy Lue  ,  visual effects coordinator: Folks VFX (1 episode 2022) ,  human , flexitarian , 
Jim Maxwell  ,  matte painter: Take 5 VFX (2 episodes 2022) ,  vampire , flexitarian , 
Jay Mehta  ,  paint artist: NetFX Mumbai (1 episode 2022) ,  mermaid , flexitarian , 
Kristine Middlemiss  ,  head of technology: Monsters Aliens Robots Zombies (2 episodes 2022) ,  vampire , flexitarian , 
Ali Mio  ,  visual effects producer: Rocket Science VFX (2 episodes 2022) ,  vampire , vegetarian , 
Guto Miranda  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Vashishta Mohit  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  seer , vegetarian , 
Lon Molnar  ,  head of studio: Monsters Aliens Robots Zombies (2 episodes 2022) ,  seer , flexitarian , 
Jose Ignacio Narv�ez Monroy  ,  compositing lead: Mr. X (2 episodes 2022) ,  mermaid , vegetarian , 
Atyeb Muneer  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Ganesh Ramdas Nalle  ,  senior roto artist: NetFX Mumbai (1 episode 2022) ,  mermaid , vegetarian , 
Michael Naphan  ,  layout artist: Rocket Science VFX (1 episode 2022) ,  vampire , vegetarian , 
Marla Oriol  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , anything , 
Daksh Pandya  ,  visual effects artist (2 episodes 2022) ,  seer , flexitarian , 
Niki Patterson  ,  data technician: Stereo D (1 episode 2022) ,  human , flexitarian , 
Aravind Pauldurai  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Victor Perez  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Navin Pinto  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Norman Ran  ,  fx lead: Rocket Science VFX (1 episode 2022) ,  werewolf , vegetarian , 
Parastu Rezaie  ,  lighting lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Jean-Christophe Rodier  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Dmitry Ryabchuk  ,  environment lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Maryam Salehi  ,  i/o: MELS (1 episode 2022) ,  werewolf , anything , 
Rajvinder Sandhu  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , anything , 
Eric Sanford  ,  creature lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , anything , 
Rohan Sapkal  ,  junior roto artist: NetFX Mumbai (1 episode 2022) ,  seer , anything , 
Alexandre Savard-Boisvert  ,  digital compositor (1 episode 2022) ,  seer , anything , 
Mark Schreiber  ,  animator (1 episode 2022) ,  human , anything , 
Aryan Sehgal  ,  utility compositor (1 episode 2022) ,  human , flexitarian , 
Ronak Shah  ,  fx lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Neelima Sharma  ,  compositor: NetFX Mumbai (1 episode 2022) ,  seer , flexitarian , 
Vishal Shitole  ,  i/o coordinator: NetFX Mumbai (1 episode 2022) ,  mermaid , anything , 
Casey Sincic  ,  visual effects producer: Monsters Aliens Robots Zombies (2 episodes 2022) ,  vampire , flexitarian , 
Lovelesh Singh  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  werewolf , flexitarian , 
Kalpana Mahapatro Siromani  ,  art director & mattepainting lead (1 episode 2022) ,  mermaid , anything , 
Joseph Soloway  ,  visual effects coordinator: VFX Legion (1 episode 2022) ,  seer , vegetarian , 
Meredith Sproul  ,  show coordinator: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Danny Testani  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Ali Thaheem  ,  creature artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Hyacinthe Thomas  ,  i/o: MELS (1 episode 2022) ,  vampire , vegetarian , 
Phillip Thomas  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Susana Vasquez  ,  visual effects production coordinator: Take 5 VFX (2 episodes 2022) ,  vampire , vegetarian , 
Marcus Vinicius  ,  i/o: MELS (1 episode 2022) ,  vampire , flexitarian , 
Louis Vottero  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Tina Vuu  ,  visual effects coordinator: VFX Legion (1 episode 2022) ,  seer , anything , 
Tanja Wax  ,  fx artist: Rocket Science VFX (1 episode 2022) ,  human , flexitarian , 
Christina Wise  ,  head of studio: MELS (1 episode 2022) ,  mermaid , flexitarian , 
Jill Wu  ,  digital matte painter: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Alphonso Young  ,  matte painter: Take 5 VFX (2 episodes 2022) ,  vampire , vegetarian , 
Refo Yovarda  ,  visual effects production assistant: Stereo D (1 episode 2022) ,  werewolf , vegetarian , 
Virpalsinh Zala  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Abin Abraham  ,  assets lead: MPC (uncredited) (8 episodes 2022) ,  mermaid , vegetarian , 
Adrian Bobb  ,  creature artist (uncredited) (8 episodes 2022) ,  vampire , flexitarian , 
Eddie Bonin  ,  visual effects executive: Netflix (uncredited) (8 episodes 2022) ,  seer , anything , 
R�mi Bruschini  ,  pipeline td (uncredited) (8 episodes 2022) ,  mermaid , flexitarian , 
Binod Kumar Das  ,  asset supervisor: MPC (uncredited) (8 episodes 2022) ,  vampire , vegetarian , 
Tiago Foa  ,  imaging engineer: Mr. X (uncredited) (8 episodes 2022) ,  human , flexitarian , 
Jaime Fok  ,  visual effects editorial lead (uncredited) (8 episodes 2022) ,  vampire , flexitarian , 
J.P. Giamos  ,  head of production: Rocket Science VFX (uncredited) (8 episodes 2022) ,  human , flexitarian , 
Martin Hesselink  ,  Animation Supervisor (uncredited) (8 episodes 2022) ,  mermaid , flexitarian , 
Rushikesh Chandrashekhar Kamble  ,  3d digital matte painter (uncredited) (8 episodes 2022) ,  mermaid , flexitarian , 
Daniel May  ,  visual effects art direction (uncredited) (8 episodes 2022) ,  werewolf , flexitarian , 
Rachad Meya  ,  lighting supervisor (uncredited) (8 episodes 2022) ,  mermaid , anything , 
Shoupal Panda  ,  texture & lookdev artist (uncredited) (8 episodes 2022) ,  vampire , vegetarian , 
