Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
Nishant Patel  ,  visual effects lighter: Rocket Science VFX (1 episode 2022) ,  vampire , anything , 
Umapathy Rajarathinam  ,  compositor: Rocket Science VFX (4 episodes 2022) ,  seer , anything , 
Genesis Rivas  ,  compositor: Take 5 VFX (4 episodes 2022) ,  mermaid , anything , 
Manish Rohith  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Luca Gabriele Rossetti  ,  digital matte painter/environment supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Salil Thapa  ,  visual effects line producer: NetFX Mumbai (5 episodes 2022) ,  werewolf , vegetarian , 
Fran�ois Trudel  ,  visual effects artist: MELS / visual effects supervisor: MELS (4 episodes 2022) ,  human , flexitarian , 
Wesley While  ,  compositor: Take 5 VFX (5 episodes 2022) ,  mermaid , anything , 
Kaylie Whitcher  ,  visual effects producer: Folks VFX (5 episodes 2022) ,  seer , anything , 
Sarah Wormsbecher  ,  visual effects executive producer: Folks VFX (5 episodes 2022) ,  vampire , vegetarian , 
Summer Zong  ,  cg supervisor: Folks VFX (5 episodes 2022) ,  mermaid , flexitarian , 
Oksana Andrulis  ,  visual effects production manager: Folks VFX / animation coordinator: Folks VFX (3 episodes 2022) ,  werewolf , flexitarian , 
David Dionne  ,  visual effects artist: MELS (2 episodes 2022) ,  vampire , anything , 
Josh George  ,  fx lead: Folks VFX (3 episodes 2022) ,  human , flexitarian , 
James Takashi Higuchi  ,  lighting supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Christopher Jude  ,  compositor: Rocket Science VFX (3 episodes 2022) ,  mermaid , flexitarian , 
Jos� Lasa  ,  compositor: Rocket Science VFX / visual effects lighter: Rocket Science VFX (3 episodes 2022) ,  vampire , anything , 
Marco Lee  ,  compositing supervisor: Folks VFX (3 episodes 2022) ,  vampire , flexitarian , 
Dinaaz Mathur  ,  visual effects production coordinator: NetFX Mumbai (4 episodes 2022) ,  seer , vegetarian , 
Ben McDougal  ,  surfacing lead: Monsters Aliens Robots Zombies (4 episodes 2022) ,  werewolf , flexitarian , 
Sumit Mukherjee  ,  paint supervisor: NetFX Mumbai (4 episodes 2022) ,  human , anything , 
Isha Nigam  ,  head of production: NetFX Mumbai (4 episodes 2022) ,  vampire , anything , 
Ryan Jae Wook Park  ,  layout supervisor: Folks VFX (3 episodes 2022) ,  seer , anything , 
Gustavo Sanchez-Perez  ,  fx supervisor: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , anything , 
Kyle Sim  ,  head of 2d: Folks VFX (4 episodes 2022) ,  seer , anything , 
Pankaj Umbarkar  ,  junior paint lead: NetFX Mumbai (4 episodes 2022) ,  human , anything , 
Sahil Agrahari  ,  junior paint artist: NetFX Mumbai (2 episodes 2022) ,  vampire , flexitarian , 
Chris Archinet  ,  visual effects artist: MELS (2 episodes 2022) ,  human , vegetarian , 
Ajay Kumar Attinti  ,  roto lead: NetFX Mumbai (3 episodes 2022) ,  werewolf , vegetarian , 
Samuel Boisvert  ,  visual effects artist: MELS (2 episodes 2022) ,  human , flexitarian , 
Reine Bourgault  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , vegetarian , 
Aakash Chaudhari  ,  roto artist: NetFX Mumbai (2 episodes 2022) ,  mermaid , vegetarian , 
Dave David  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , flexitarian , 
Amod Diwakar  ,  assistant visual effects line producer: Stereo D / visual effects assistant line producer: Stereo D (3 episodes 2022) ,  werewolf , anything , 
Nadine Fr�ve  ,  lead visual effects editor: Folks VFX / visual effects editor: Folks VFX (2 episodes 2022) ,  seer , anything , 
Mark Goldberg  ,  compositor (2 episodes 2022) ,  human , flexitarian , 
Leonardo Andres Grabau Villalba  ,  visual effects artist: MELS (2 episodes 2022) ,  seer , flexitarian , 
Jonathan Gr�goire  ,  visual effects artist: MELS (3 episodes 2022) ,  mermaid , anything , 
Jeanne Hebert  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , anything , 
Pravin Hodage  ,  2d supervisor: NetFX Mumbai (2 episodes 2022) ,  werewolf , anything , 
Cory Humes  ,  animation supervisor: Folks VFX (3 episodes 2022) ,  vampire , vegetarian , 
Siddarth Jambhulkar  ,  compositor: Rocket Science VFX (2 episodes 2022) ,  mermaid , flexitarian , 
Mukesh Joshi  ,  senior i/o coordinator: NetFX Mumbai (2 episodes 2022) ,  mermaid , vegetarian , 
Simon Lecavalier  ,  cg supervisor: MELS (2 episodes 2022) ,  vampire , vegetarian , 
Christophe Longtin  ,  visual effects artist: MELS (2 episodes 2022) ,  human , vegetarian , 
Oleg Memukhin  ,  fx supervisor: Folks VFX (3 episodes 2022) ,  human , vegetarian , 
Waseem Mohammed  ,  head of central production: Monsters Aliens Robots Zombies (2 episodes 2022) ,  human , vegetarian , 
Dany Richard  ,  visual effects artist: MELS (2 episodes 2022) ,  vampire , flexitarian , 
Nisarg Suthar  ,  lighting supervisor: Folks VFX (3 episodes 2022) ,  vampire , vegetarian , 
Nitesh Sutrave  ,  compositing supervisor: NetFX Mumbai (3 episodes 2022) ,  mermaid , vegetarian , 
Sarvesh Talekar  ,  roto artist: NetFX Mumbai (2 episodes 2022) ,  mermaid , vegetarian , 
Himani Tyagi  ,  junior paint artist: NetFX Mumbai (2 episodes 2022) ,  werewolf , flexitarian , 
Waseem Ahmad Khan  ,  paint artist: Stereo D (1 episode 2022) ,  mermaid , flexitarian , 
Rodrigo Albano  ,  environment artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , vegetarian , 
Don Carlo Alvir  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , flexitarian , 
Leanndro Amorim  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Seshadri Anand  ,  tracking/layout lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Blake Anderson  ,  visual effects supervisor: VFX Legion (1 episode 2022) ,  werewolf , flexitarian , 
Schuyler Anderson  ,  tracking/layout lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Edwin Arismendez  ,  visual effects artist: MELS (2 episodes 2022) ,  seer , anything , 
Jessica Bayliss  ,  head of production: Monsters Aliens Robots Zombies (2 episodes 2022) ,  mermaid , vegetarian , 
Sudhakar Bhavanasi  ,  deputy manager: Stereo D (1 episode 2022) ,  seer , vegetarian , 
Alan Bisht  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  seer , vegetarian , 
William Blanchette  ,  visual effects artist: MELS (1 episode 2022) ,  mermaid , vegetarian , 
Jordan Boulais  ,  visual effects artist: MELS (2 episodes 2022) ,  mermaid , flexitarian , 
J. Alan Bradshaw  ,  head of cg: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , flexitarian , 
Peter Braeley  ,  digital matte painter: Folks VFX (1 episode 2022) ,  mermaid , flexitarian , 
Charlotte Breton  ,  visual effects editor: Folks VFX (1 episode 2022) ,  seer , flexitarian , 
Alex Bronfman  ,  sales lead: Monsters Aliens Robots Zombies (2 episodes 2022) ,  human , vegetarian , 
Jonathan Bronfman  ,  head of studio: Monsters Aliens Robots Zombies (2 episodes 2022) ,  mermaid , flexitarian , 
Dennis Chan  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , vegetarian , 
Hardik Chauhan  ,  senior compositing artist: NetFX Mumbai (1 episode 2022) ,  human , flexitarian , 
Molly Chen  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , vegetarian , 
Sujesh V. Chitty  ,  concept artist: Folks VFX (1 episode 2022) ,  mermaid , flexitarian , 
Nolan Conrad  ,  digital compositor: VFX Legion (1 episode 2022) ,  vampire , vegetarian , 
Andr�s Couturier  ,  graphic artist: VFX Legion (1 episode 2022) ,  vampire , anything , 
Madhu Dasyapu  ,  assistant roto supervisor: Stereo D (1 episode 2022) ,  vampire , vegetarian , 
Rodrigo de Angelis  ,  fx artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , vegetarian , 
Sofia Diaz  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Maya Dumont-Deslandes  ,  visual effects studio manager: MELS (1 episode 2022) ,  vampire , flexitarian , 
Abdullah Ecirli  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Manoj Kumar Elangovan  ,  tracking & layout artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Michael Enzbrunner  ,  animation lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Timothy Fleur  ,  creature artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Adam Fok  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , flexitarian , 
Gil Franco  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Emily Funk  ,  assets artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Antonio Gallardo  ,  visual effects producer: VFX Legion (1 episode 2022) ,  human , vegetarian , 
Gregory Galliani  ,  modeling lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Igor Garanovschii  ,  matte painter: Rocket Science VFX (1 episode 2022) ,  human , anything , 
Kunal Ghai  ,  paint artist: Stereo D (1 episode 2022) ,  seer , flexitarian , 
Rakan Ghresi  ,  fx artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Jimmy Gill  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Yash Gowda  ,  head of 2d: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , anything , 
Jameer Haider  ,  paint artist: NetFX Mumbai (1 episode 2022) ,  seer , anything , 
Lewis Hawkes  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Jim Hillin  ,  visual effects lighter Ghost VFX Toronto (1 episode 2022) ,  mermaid , vegetarian , 
Curtis Hsiung  ,  animator: Rocket Science VFX (2 episodes 2022) ,  seer , flexitarian , 
Chen Kuang Hsu  ,  tracking & layout artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , flexitarian , 
Salvatore Iamonte  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Pragati Jana  ,  paint artist: Stereo D (1 episode 2022) ,  seer , anything , 
Juyong Jeon  ,  visual effects artist (2 episodes 2022) ,  werewolf , anything , 
Kenny Jia  ,  digital matte painter lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Laszlo Kalbache  ,  asset artist: Rocket Science VFX (1 episode 2022) ,  vampire , flexitarian , 
Ashraf Karim  ,  senior compositing artist: NetFX Mumbai (1 episode 2022) ,  werewolf , anything , 
Sharad Kate  ,  paint artist: Stereo D (1 episode 2022) ,  human , vegetarian , 
Min Kim  ,  compositing supervisor: Folks VFX (2 episodes 2022) ,  seer , flexitarian , 
Jamie Knoop  ,  visual effects production assistant: Stereo D (1 episode 2022) ,  werewolf , flexitarian , 
Ashwini Lad  ,  visual effects administrator: Stereo D (1 episode 2022) ,  vampire , anything , 
Nadege Lagueux-Beloin  ,  visual effects artist: MELS (1 episode 2022) ,  vampire , vegetarian , 
Tukaram Landbale  ,  roto artist: NetFX Mumbai (1 episode 2022) ,  mermaid , vegetarian , 
Dany Lebrasseur  ,  visual effects artist: MELS (1 episode 2022) ,  human , anything , 
Kate T.C. Lin  ,  digital compositor: VFX Legion (1 episode 2022) ,  seer , vegetarian , 
Matthias Lowry  ,  digital compositor: VFX Legion (1 episode 2022) ,  seer , vegetarian , 
Jimmy Lue  ,  visual effects coordinator: Folks VFX (1 episode 2022) ,  human , anything , 
Jim Maxwell  ,  matte painter: Take 5 VFX (2 episodes 2022) ,  seer , anything , 
Jay Mehta  ,  paint artist: NetFX Mumbai (1 episode 2022) ,  human , vegetarian , 
Kristine Middlemiss  ,  head of technology: Monsters Aliens Robots Zombies (2 episodes 2022) ,  seer , flexitarian , 
Ali Mio  ,  visual effects producer: Rocket Science VFX (2 episodes 2022) ,  seer , flexitarian , 
Guto Miranda  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Vashishta Mohit  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  mermaid , flexitarian , 
Lon Molnar  ,  head of studio: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , vegetarian , 
Jose Ignacio Narv�ez Monroy  ,  compositing lead: Mr. X (2 episodes 2022) ,  mermaid , vegetarian , 
Atyeb Muneer  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Ganesh Ramdas Nalle  ,  senior roto artist: NetFX Mumbai (1 episode 2022) ,  seer , anything , 
Michael Naphan  ,  layout artist: Rocket Science VFX (1 episode 2022) ,  seer , anything , 
Marla Oriol  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Daksh Pandya  ,  visual effects artist (2 episodes 2022) ,  vampire , vegetarian , 
Niki Patterson  ,  data technician: Stereo D (1 episode 2022) ,  werewolf , anything , 
Aravind Pauldurai  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , flexitarian , 
Victor Perez  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Navin Pinto  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  mermaid , vegetarian , 
Norman Ran  ,  fx lead: Rocket Science VFX (1 episode 2022) ,  human , flexitarian , 
Parastu Rezaie  ,  lighting lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , anything , 
Jean-Christophe Rodier  ,  rigging artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Dmitry Ryabchuk  ,  environment lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Maryam Salehi  ,  i/o: MELS (1 episode 2022) ,  werewolf , flexitarian , 
Rajvinder Sandhu  ,  lighting artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , flexitarian , 
Eric Sanford  ,  creature lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Rohan Sapkal  ,  junior roto artist: NetFX Mumbai (1 episode 2022) ,  werewolf , vegetarian , 
Alexandre Savard-Boisvert  ,  digital compositor (1 episode 2022) ,  human , anything , 
Mark Schreiber  ,  animator (1 episode 2022) ,  seer , anything , 
Aryan Sehgal  ,  utility compositor (1 episode 2022) ,  vampire , vegetarian , 
Ronak Shah  ,  fx lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Neelima Sharma  ,  compositor: NetFX Mumbai (1 episode 2022) ,  werewolf , flexitarian , 
Vishal Shitole  ,  i/o coordinator: NetFX Mumbai (1 episode 2022) ,  seer , vegetarian , 
Casey Sincic  ,  visual effects producer: Monsters Aliens Robots Zombies (2 episodes 2022) ,  werewolf , anything , 
Lovelesh Singh  ,  compositing artist: NetFX Mumbai (1 episode 2022) ,  vampire , vegetarian , 
Kalpana Mahapatro Siromani  ,  art director & mattepainting lead (1 episode 2022) ,  werewolf , anything , 
Joseph Soloway  ,  visual effects coordinator: VFX Legion (1 episode 2022) ,  mermaid , flexitarian , 
Meredith Sproul  ,  show coordinator: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , vegetarian , 
Danny Testani  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Ali Thaheem  ,  creature artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , anything , 
Hyacinthe Thomas  ,  i/o: MELS (1 episode 2022) ,  vampire , vegetarian , 
Phillip Thomas  ,  animation artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  vampire , anything , 
Susana Vasquez  ,  visual effects production coordinator: Take 5 VFX (2 episodes 2022) ,  seer , anything , 
Marcus Vinicius  ,  i/o: MELS (1 episode 2022) ,  seer , flexitarian , 
Louis Vottero  ,  rigging lead: Monsters Aliens Robots Zombies (1 episode 2022) ,  werewolf , anything , 
Tina Vuu  ,  visual effects coordinator: VFX Legion (1 episode 2022) ,  seer , flexitarian , 
Tanja Wax  ,  fx artist: Rocket Science VFX (1 episode 2022) ,  mermaid , anything , 
Christina Wise  ,  head of studio: MELS (1 episode 2022) ,  human , flexitarian , 
Jill Wu  ,  digital matte painter: Monsters Aliens Robots Zombies (1 episode 2022) ,  seer , vegetarian , 
Alphonso Young  ,  matte painter: Take 5 VFX (2 episodes 2022) ,  mermaid , anything , 
Refo Yovarda  ,  visual effects production assistant: Stereo D (1 episode 2022) ,  vampire , flexitarian , 
Virpalsinh Zala  ,  compositing artist: Monsters Aliens Robots Zombies (1 episode 2022) ,  human , flexitarian , 
Abin Abraham  ,  assets lead: MPC (uncredited) (8 episodes 2022) ,  mermaid , anything , 
Adrian Bobb  ,  creature artist (uncredited) (8 episodes 2022) ,  seer , flexitarian , 
Eddie Bonin  ,  visual effects executive: Netflix (uncredited) (8 episodes 2022) ,  vampire , vegetarian , 
R�mi Bruschini  ,  pipeline td (uncredited) (8 episodes 2022) ,  seer , vegetarian , 
Binod Kumar Das  ,  asset supervisor: MPC (uncredited) (8 episodes 2022) ,  werewolf , flexitarian , 
Tiago Foa  ,  imaging engineer: Mr. X (uncredited) (8 episodes 2022) ,  mermaid , flexitarian , 
Jaime Fok  ,  visual effects editorial lead (uncredited) (8 episodes 2022) ,  seer , flexitarian , 
J.P. Giamos  ,  head of production: Rocket Science VFX (uncredited) (8 episodes 2022) ,  werewolf , anything , 
Martin Hesselink  ,  Animation Supervisor (uncredited) (8 episodes 2022) ,  human , anything , 
Rushikesh Chandrashekhar Kamble  ,  3d digital matte painter (uncredited) (8 episodes 2022) ,  werewolf , anything , 
Daniel May  ,  visual effects art direction (uncredited) (8 episodes 2022) ,  seer , anything , 
Rachad Meya  ,  lighting supervisor (uncredited) (8 episodes 2022) ,  mermaid , vegetarian , 
Shoupal Panda  ,  texture & lookdev artist (uncredited) (8 episodes 2022) ,  human , anything , 
